stop,location,stopDescription,stopLat,stopLong,wheelchairAccessible
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_207_500>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 54"^^xsd:string,"40.38067"^^xsd:double,"-3.72835"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_208_501>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 122"^^xsd:string,"40.37603"^^xsd:double,"-3.73437"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_208_502>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 289"^^xsd:string,"40.37587"^^xsd:double,"-3.73406"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_208_503>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Abrantes 122"^^xsd:string,"40.37587"^^xsd:double,"-3.7346"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_20_66>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 54"^^xsd:string,"40.39615"^^xsd:double,"-3.66527"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_20_67>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 47"^^xsd:string,"40.39626"^^xsd:double,"-3.66517"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_20_68>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 69"^^xsd:string,"40.39536"^^xsd:double,"-3.66341"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_20_69>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 76"^^xsd:string,"40.39523"^^xsd:double,"-3.66352"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_210_504>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Leganés SN"^^xsd:string,"40.34985"^^xsd:double,"-3.82151"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_210_505>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Leganés SN"^^xsd:string,"40.34957"^^xsd:double,"-3.82105"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_506>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 13"^^xsd:string,"40.34991"^^xsd:double,"-3.8315"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_507>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Extremadura 17"^^xsd:string,"40.34954"^^xsd:double,"-3.83198"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_508>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Móstoles 12"^^xsd:string,"40.34993"^^xsd:double,"-3.83192"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_509>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Móstoles 12"^^xsd:string,"40.35002"^^xsd:double,"-3.83192"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_582>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Berlín 2"^^xsd:string,"40.3499"^^xsd:double,"-3.8325"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_583>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Berlín 2"^^xsd:string,"40.35055"^^xsd:double,"-3.83185"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_211_584>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Berlín 2"^^xsd:string,"40.3502"^^xsd:double,"-3.83227"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_212_510>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Estambul 16"^^xsd:string,"40.34616"^^xsd:double,"-3.84929"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_212_511>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Estambul 16"^^xsd:string,"40.34603"^^xsd:double,"-3.84925"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_213_512>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Alcalde de Móstoles 35"^^xsd:string,"40.33476"^^xsd:double,"-3.87217"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_213_513>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Alcalde de Móstoles 35"^^xsd:string,"40.3348"^^xsd:double,"-3.87213"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_213_576>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Alcalde de Móstoles 35"^^xsd:string,"40.33475"^^xsd:double,"-3.87215"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_214_514>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Estación 13"^^xsd:string,"40.32854"^^xsd:double,"-3.86349"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_214_515>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Estación 13"^^xsd:string,"40.32866"^^xsd:double,"-3.8634"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_214_586>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Parque Vosa 35"^^xsd:string,"40.32897"^^xsd:double,"-3.86385"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_214_587>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Parque Vosa 35"^^xsd:string,"40.32891"^^xsd:double,"-3.86368"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_215_516>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Pradillo SN"^^xsd:string,"40.3215"^^xsd:double,"-3.86458"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_215_517>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Pradillo SN"^^xsd:string,"40.32163"^^xsd:double,"-3.8647"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_216_518>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Río Sella 10"^^xsd:string,"40.31636"^^xsd:double,"-3.87464"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_216_519>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Río Sella 10"^^xsd:string,"40.31645"^^xsd:double,"-3.87456"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_217_520>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno de la Magdalena SN"^^xsd:string,"40.30913"^^xsd:double,"-3.86487"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_217_521>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno de la Magdalena SN"^^xsd:string,"40.30914"^^xsd:double,"-3.86471"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_218_522>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Pablo Iglesias 1"^^xsd:string,"40.2964"^^xsd:double,"-3.83758"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_218_523>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Alegría 4"^^xsd:string,"40.2971"^^xsd:double,"-3.83759"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_218_524>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Alegría 4"^^xsd:string,"40.29688"^^xsd:double,"-3.83753"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_219_525>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno del Molino 2"^^xsd:string,"40.28577"^^xsd:double,"-3.81656"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_219_526>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno del Molino SN"^^xsd:string,"40.28519"^^xsd:double,"-3.81728"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_219_527>,<http://transport.linkeddata.es/resource/LocationType/2>,"Cmno del Molino 2"^^xsd:string,"40.28574"^^xsd:double,"-3.81668"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_21_70>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 108"^^xsd:string,"40.3933"^^xsd:double,"-3.65985"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_21_71>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 117"^^xsd:string,"40.39342"^^xsd:double,"-3.65975"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_21_72>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 145"^^xsd:string,"40.39236"^^xsd:double,"-3.65774"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_21_73>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Albufera 130"^^xsd:string,"40.39224"^^xsd:double,"-3.65785"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_220_528>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francia 34"^^xsd:string,"40.28517"^^xsd:double,"-3.80596"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_220_529>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francia 36"^^xsd:string,"40.28529"^^xsd:double,"-3.80644"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_221_530>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de la Estación SN"^^xsd:string,"40.28267"^^xsd:double,"-3.79885"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_221_531>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Estación SN"^^xsd:string,"40.2826"^^xsd:double,"-3.79888"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_221_589>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza  Constitución SN"^^xsd:string,"40.28313"^^xsd:double,"-3.79967"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_221_590>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza  Constitución SN"^^xsd:string,"40.28267"^^xsd:double,"-3.79985"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_222_532>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de los Estados 10"^^xsd:string,"40.28655"^^xsd:double,"-3.78739"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_222_533>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Habana 2"^^xsd:string,"40.287"^^xsd:double,"-3.787"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_222_534>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Venezuela 2"^^xsd:string,"40.2866"^^xsd:double,"-3.787"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_223_535>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de las Ciencias 14"^^xsd:string,"40.28901"^^xsd:double,"-3.75684"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_223_536>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de las Ciencias 14"^^xsd:string,"40.28856"^^xsd:double,"-3.75675"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_224_537>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de las Arcas del agua 9"^^xsd:string,"40.29345"^^xsd:double,"-3.74621"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_224_538>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de las Arcas del agua 9"^^xsd:string,"40.29336"^^xsd:double,"-3.74584"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_225_539>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Greco 2"^^xsd:string,"40.30077"^^xsd:double,"-3.73628"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_225_540>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Greco 8"^^xsd:string,"40.30088"^^xsd:double,"-3.73679"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_226_543>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Muelle 1"^^xsd:string,"40.31"^^xsd:double,"-3.73418"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_226_544>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Ferrocarril SN"^^xsd:string,"40.30997"^^xsd:double,"-3.73386"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_226_545>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Ferrocarril SN"^^xsd:string,"40.30989"^^xsd:double,"-3.73394"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_227_546>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de España 16"^^xsd:string,"40.31165"^^xsd:double,"-3.7224"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_227_547>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de España 5"^^xsd:string,"40.31179"^^xsd:double,"-3.72264"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_227_548>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de España 9"^^xsd:string,"40.31209"^^xsd:double,"-3.72238"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_228_1084>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Gitanilla SN"^^xsd:string,"40.31818"^^xsd:double,"-3.70925"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_228_1085>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Gitanilla SN"^^xsd:string,"40.31819"^^xsd:double,"-3.70926"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_228_549>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Casar SN"^^xsd:string,"40.3187"^^xsd:double,"-3.71001"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_228_550>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda del Casar SN"^^xsd:string,"40.31841"^^xsd:double,"-3.71005"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
